,zip_code,month,year,customer_class,combined,total_customers,total_Thm,average_Thm
9106,95382,8,2013,Gas- Residential,N,11467,179431,16.0
9107,95385,8,2013,Gas- Residential,Y,0,0,
9108,95386,8,2013,Gas- Residential,N,2398,41636,17.0
9109,95387,8,2013,Gas- Residential,N,252,4097,16.0
9110,95388,8,2013,Gas- Residential,N,2904,39938,14.0
9111,95391,8,2013,Gas- Residential,N,3629,62253,17.0
9112,95401,8,2013,Gas- Residential,N,10952,193385,18.0
9113,95403,8,2013,Gas- Residential,N,13432,229385,17.0
9114,95404,8,2013,Gas- Residential,N,12535,253329,20.0
9115,95405,8,2013,Gas- Residential,N,8275,135114,16.0
9116,95407,8,2013,Gas- Residential,N,9811,192891,20.0
9117,95409,8,2013,Gas- Residential,N,10511,170519,16.0
9118,95425,8,2013,Gas- Residential,N,3155,45888,15.0
9119,95436,8,2013,Gas- Residential,N,964,17472,18.0
9120,95439,8,2013,Gas- Residential,N,181,3468,19.0
9121,95441,8,2013,Gas- Residential,N,269,5345,20.0
9122,95442,8,2013,Gas- Residential,N,875,17358,20.0
9123,95444,8,2013,Gas- Residential,N,225,4640,21.0
9124,95448,8,2013,Gas- Residential,N,4974,86230,17.0
9125,95449,8,2013,Gas- Residential,N,201,3135,16.0
9126,95452,8,2013,Gas- Residential,N,315,6313,20.0
9127,95470,8,2013,Gas- Residential,N,794,21656,27.0
9128,95472,8,2013,Gas- Residential,N,2755,59908,22.0
9129,95476,8,2013,Gas- Residential,N,11681,215131,18.0
9130,95482,8,2013,Gas- Residential,N,8268,127276,15.0
9131,95490,8,2013,Gas- Residential,N,2162,28218,13.0
9132,95492,8,2013,Gas- Residential,N,8143,147010,18.0
9133,95501,8,2013,Gas- Residential,N,8722,189118,22.0
9134,95503,8,2013,Gas- Residential,N,8052,187587,23.0
9135,95519,8,2013,Gas- Residential,N,5512,115409,21.0
9136,95521,8,2013,Gas- Residential,Y,6355,136890,22.0
9137,95524,8,2013,Gas- Residential,N,454,11070,24.0
9138,95525,8,2013,Gas- Residential,N,531,9309,18.0
9139,95526,8,2013,Gas- Residential,Y,0,0,
9140,95528,8,2013,Gas- Residential,Y,259,11685,45.0
9141,95537,8,2013,Gas- Residential,N,138,3061,22.0
9142,95540,8,2013,Gas- Residential,N,4574,93163,20.0
9143,95547,8,2013,Gas- Residential,N,249,4944,20.0
9144,95549,8,2013,Gas- Residential,Y,0,0,
9145,95551,8,2013,Gas- Residential,N,308,7379,24.0
9146,95552,8,2013,Gas- Residential,Y,0,0,
9147,95562,8,2013,Gas- Residential,N,1124,19659,17.0
9148,95564,8,2013,Gas- Residential,Y,0,0,
9149,95565,8,2013,Gas- Residential,N,248,4140,17.0
9150,95602,8,2013,Gas- Residential,N,1567,34773,22.0
9151,95603,8,2013,Gas- Residential,N,8403,118973,14.0
9152,95605,8,2013,Gas- Residential,N,4477,86814,19.0
9153,95606,8,2013,Gas- Residential,Y,0,0,
9154,95607,8,2013,Gas- Residential,Y,0,0,
9155,95608,8,2013,Gas- Residential,N,20009,353711,18.0
9156,95610,8,2013,Gas- Residential,N,13492,214067,16.0
9157,95612,8,2013,Gas- Residential,N,148,2475,17.0
9158,95616,8,2013,Gas- Residential,N,14504,219016,15.0
9159,95618,8,2013,Gas- Residential,N,8744,113450,13.0
9160,95620,8,2013,Gas- Residential,N,5743,84729,15.0
9161,95621,8,2013,Gas- Residential,N,12370,166584,13.0
9162,95624,8,2013,Gas- Residential,N,16198,264801,16.0
9163,95626,8,2013,Gas- Residential,N,833,11617,14.0
9164,95627,8,2013,Gas- Residential,Y,825,12553,15.0
9165,95628,8,2013,Gas- Residential,N,14263,214087,15.0
9166,95630,8,2013,Gas- Residential,N,24526,383498,16.0
9167,95632,8,2013,Gas- Residential,N,6808,103203,15.0
9168,95634,8,2013,Gas- Residential,Y,0,0,
9169,95635,8,2013,Gas- Residential,Y,0,0,
9170,95640,8,2013,Gas- Residential,N,1619,25963,16.0
9171,95641,8,2013,Gas- Residential,Y,368,5041,14.0
9172,95642,8,2013,Gas- Residential,N,1937,22599,12.0
9173,95648,8,2013,Gas- Residential,N,17457,226255,13.0
9174,95650,8,2013,Gas- Residential,N,2273,41061,18.0
9175,95652,8,2013,Gas- Residential,N,219,3348,15.0
9176,95658,8,2013,Gas- Residential,N,231,3430,15.0
9177,95660,8,2013,Gas- Residential,N,8739,144324,17.0
9178,95661,8,2013,Gas- Residential,N,10431,160885,15.0
9179,95662,8,2013,Gas- Residential,N,9600,145489,15.0
9180,95663,8,2013,Gas- Residential,N,239,3637,15.0
9181,95670,8,2013,Gas- Residential,N,17895,279848,16.0
9182,95673,8,2013,Gas- Residential,N,4160,60048,14.0
9183,95677,8,2013,Gas- Residential,N,8686,125762,14.0
9184,95678,8,2013,Gas- Residential,N,15383,239404,16.0
9185,95681,8,2013,Gas- Residential,N,197,3153,16.0
9186,95685,8,2013,Gas- Residential,N,1057,12498,12.0
9187,95686,8,2013,Gas- Residential,N,295,5190,18.0
9188,95687,8,2013,Gas- Residential,N,20758,295227,14.0
9189,95688,8,2013,Gas- Residential,N,10341,148729,14.0
9190,95690,8,2013,Gas- Residential,Y,0,0,
9191,95691,8,2013,Gas- Residential,N,11215,188220,17.0
9192,95692,8,2013,Gas- Residential,N,1304,17666,14.0
9193,95694,8,2013,Gas- Residential,N,2270,36879,16.0
9194,95695,8,2013,Gas- Residential,N,11695,186976,16.0
9195,95697,8,2013,Gas- Residential,N,141,2343,17.0
9196,95698,8,2013,Gas- Residential,Y,0,0,
9197,95722,8,2013,Gas- Residential,Y,167,7440,45.0
9198,95742,8,2013,Gas- Residential,N,3404,48047,14.0
9199,95746,8,2013,Gas- Residential,N,6916,155603,22.0
9200,95747,8,2013,Gas- Residential,N,20442,307657,15.0
9201,95757,8,2013,Gas- Residential,N,12023,193905,16.0
9202,95758,8,2013,Gas- Residential,N,20610,319605,16.0
9203,95762,8,2013,Gas- Residential,N,11684,225034,19.0
9204,95765,8,2013,Gas- Residential,N,12155,182111,15.0
9205,95776,8,2013,Gas- Residential,N,6665,100161,15.0
9206,95811,8,2013,Gas- Residential,N,2537,27754,11.0
9207,95814,8,2013,Gas- Residential,N,2055,55640,27.0
9208,95815,8,2013,Gas- Residential,N,7111,141212,20.0
9209,95816,8,2013,Gas- Residential,N,7792,108663,14.0
9210,95817,8,2013,Gas- Residential,N,5190,74149,14.0
9211,95818,8,2013,Gas- Residential,N,9074,133403,15.0
9212,95819,8,2013,Gas- Residential,N,7352,97910,13.0
9213,95820,8,2013,Gas- Residential,N,11689,180208,15.0
9214,95821,8,2013,Gas- Residential,N,12009,209396,17.0
9215,95822,8,2013,Gas- Residential,N,14125,236444,17.0
9216,95823,8,2013,Gas- Residential,N,17369,323500,19.0
9217,95824,8,2013,Gas- Residential,N,7329,136803,19.0
9218,95825,8,2013,Gas- Residential,N,7611,200696,26.0
9219,95826,8,2013,Gas- Residential,N,11714,167263,14.0
9220,95827,8,2013,Gas- Residential,N,4137,74911,18.0
9221,95828,8,2013,Gas- Residential,N,13804,231646,17.0
9222,95829,8,2013,Gas- Residential,Y,7448,124501,17.0
9223,95830,8,2013,Gas- Residential,Y,0,0,
9224,95831,8,2013,Gas- Residential,N,13661,215840,16.0
9225,95832,8,2013,Gas- Residential,N,2806,53477,19.0
9226,95833,8,2013,Gas- Residential,N,9800,166209,17.0
9227,95834,8,2013,Gas- Residential,N,8224,130034,16.0
9228,95835,8,2013,Gas- Residential,Y,12958,198961,15.0
9229,95837,8,2013,Gas- Residential,Y,0,0,
9230,95838,8,2013,Gas- Residential,N,9631,163492,17.0
9231,95841,8,2013,Gas- Residential,N,6662,101515,15.0
9232,95842,8,2013,Gas- Residential,N,8438,138819,16.0
9233,95843,8,2013,Gas- Residential,N,14118,218488,15.0
9234,95864,8,2013,Gas- Residential,N,9160,165432,18.0
9235,95901,8,2013,Gas- Residential,N,8794,132893,15.0
9236,95912,8,2013,Gas- Residential,N,898,15255,17.0
9237,95917,8,2013,Gas- Residential,N,760,11592,15.0
9238,95920,8,2013,Gas- Residential,Y,0,0,
9239,95926,8,2013,Gas- Residential,N,14334,191099,13.0
9240,95928,8,2013,Gas- Residential,N,12736,169655,13.0
9241,95932,8,2013,Gas- Residential,N,2335,33291,14.0
9242,95937,8,2013,Gas- Residential,Y,236,3222,14.0
9243,95938,8,2013,Gas- Residential,N,1081,17139,16.0
9244,95943,8,2013,Gas- Residential,Y,0,0,
9245,95945,8,2013,Gas- Residential,N,6150,80440,13.0
9246,95946,8,2013,Gas- Residential,Y,277,5803,21.0
9247,95948,8,2013,Gas- Residential,N,3377,52787,16.0
9248,95949,8,2013,Gas- Residential,N,361,4651,13.0
9249,95951,8,2013,Gas- Residential,Y,723,12483,17.0
9250,95953,8,2013,Gas- Residential,N,2845,43648,15.0
9251,95955,8,2013,Gas- Residential,N,319,4323,14.0
9252,95957,8,2013,Gas- Residential,N,150,2044,14.0
9253,95959,8,2013,Gas- Residential,Y,2837,44513,16.0
9254,95960,8,2013,Gas- Residential,Y,0,0,
9255,95961,8,2013,Gas- Residential,N,7266,112268,15.0
9256,95963,8,2013,Gas- Residential,N,3046,36463,12.0
9257,95965,8,2013,Gas- Residential,N,4578,68430,15.0
9258,95966,8,2013,Gas- Residential,N,5547,81891,15.0
9259,95968,8,2013,Gas- Residential,N,408,6803,17.0
9260,95969,8,2013,Gas- Residential,N,10575,156350,15.0
9261,95970,8,2013,Gas- Residential,Y,159,2042,13.0
9262,95973,8,2013,Gas- Residential,N,10021,134156,13.0
9263,95974,8,2013,Gas- Residential,N,108,1664,15.0
9264,95975,8,2013,Gas- Residential,Y,0,0,
9265,95982,8,2013,Gas- Residential,N,1045,14630,14.0
9266,95987,8,2013,Gas- Residential,N,1344,22556,17.0
9267,95988,8,2013,Gas- Residential,N,2697,36693,14.0
9268,95991,8,2013,Gas- Residential,N,12881,189280,15.0
9269,95993,8,2013,Gas- Residential,N,11035,165143,15.0
9270,96001,8,2013,Gas- Residential,Y,8459,106881,13.0
9271,96002,8,2013,Gas- Residential,N,9206,126818,14.0
9272,96003,8,2013,Gas- Residential,N,10894,155249,14.0
9273,96007,8,2013,Gas- Residential,Y,4548,70683,16.0
9274,96013,8,2013,Gas- Residential,N,1558,27132,17.0
9275,96019,8,2013,Gas- Residential,N,2808,36457,13.0
9276,96021,8,2013,Gas- Residential,N,2698,33812,13.0
9277,96022,8,2013,Gas- Residential,N,1278,18750,15.0
9278,96028,8,2013,Gas- Residential,Y,435,6148,14.0
9279,96035,8,2013,Gas- Residential,N,420,5260,13.0
9280,96056,8,2013,Gas- Residential,Y,0,0,
9281,96076,8,2013,Gas- Residential,Y,0,0,
9282,96080,8,2013,Gas- Residential,N,6665,83050,12.0
9283,96087,8,2013,Gas- Residential,Y,0,0,
9284,96088,8,2013,Gas- Residential,Y,0,0,
9285,96090,8,2013,Gas- Residential,N,148,1376,9.0
9286,92304,9,2013,Gas- Commercial,Y,0,0,
9287,92365,9,2013,Gas- Commercial,Y,0,0,
9288,93203,9,2013,Gas- Commercial,Y,0,0,
9289,93204,9,2013,Gas- Commercial,Y,0,0,
9290,93210,9,2013,Gas- Commercial,Y,0,0,
9291,93224,9,2013,Gas- Commercial,Y,0,0,
9292,93234,9,2013,Gas- Commercial,Y,0,0,
9293,93239,9,2013,Gas- Commercial,Y,0,0,
9294,93252,9,2013,Gas- Commercial,Y,0,0,
9295,93263,9,2013,Gas- Commercial,Y,0,0,
9296,93268,9,2013,Gas- Commercial,Y,0,0,
9297,93280,9,2013,Gas- Commercial,Y,0,0,
9298,93301,9,2013,Gas- Commercial,N,1186,88765,75.0
9299,93304,9,2013,Gas- Commercial,N,617,69945,113.0
9300,93305,9,2013,Gas- Commercial,N,507,48788,96.0
9301,93306,9,2013,Gas- Commercial,N,346,65232,189.0
9302,93307,9,2013,Gas- Commercial,Y,645,68060,106.0
9303,93308,9,2013,Gas- Commercial,Y,503,60238,120.0
9304,93309,9,2013,Gas- Commercial,N,404,52306,129.0
9305,93311,9,2013,Gas- Commercial,Y,0,0,
9306,93313,9,2013,Gas- Commercial,Y,522,58162,111.0
9307,93314,9,2013,Gas- Commercial,Y,0,0,
9308,93432,9,2013,Gas- Commercial,Y,0,0,
9309,93446,9,2013,Gas- Commercial,Y,0,0,
9310,93450,9,2013,Gas- Commercial,Y,0,0,
9311,93461,9,2013,Gas- Commercial,Y,0,0,
9312,93516,9,2013,Gas- Commercial,Y,105,7369,70.0
9313,93523,9,2013,Gas- Commercial,Y,0,0,
9314,93555,9,2013,Gas- Commercial,N,512,41524,81.0
9315,93561,9,2013,Gas- Commercial,Y,0,0,
9316,93562,9,2013,Gas- Commercial,Y,0,0,
9317,93608,9,2013,Gas- Commercial,Y,0,0,
9318,93610,9,2013,Gas- Commercial,Y,0,0,
9319,93611,9,2013,Gas- Commercial,Y,0,0,
9320,93612,9,2013,Gas- Commercial,N,883,97726,111.0
9321,93616,9,2013,Gas- Commercial,Y,0,0,
9322,93619,9,2013,Gas- Commercial,Y,0,0,
9323,93620,9,2013,Gas- Commercial,Y,0,0,
9324,93622,9,2013,Gas- Commercial,Y,225,18808,84.0
9325,93625,9,2013,Gas- Commercial,Y,0,0,
9326,93627,9,2013,Gas- Commercial,Y,0,0,
9327,93630,9,2013,Gas- Commercial,Y,236,28023,119.0
9328,93631,9,2013,Gas- Commercial,Y,0,0,
9329,93635,9,2013,Gas- Commercial,Y,0,0,
9330,93636,9,2013,Gas- Commercial,Y,0,0,
9331,93637,9,2013,Gas- Commercial,N,573,150768,263.0
9332,93638,9,2013,Gas- Commercial,Y,489,55080,113.0
9333,93640,9,2013,Gas- Commercial,Y,103,11935,116.0
9334,93650,9,2013,Gas- Commercial,Y,0,0,
9335,93657,9,2013,Gas- Commercial,Y,0,0,
9336,93660,9,2013,Gas- Commercial,Y,0,0,
9337,93662,9,2013,Gas- Commercial,Y,456,62804,138.0
9338,93668,9,2013,Gas- Commercial,Y,0,0,
9339,93701,9,2013,Gas- Commercial,Y,0,0,
9340,93702,9,2013,Gas- Commercial,N,418,37326,89.0
9341,93703,9,2013,Gas- Commercial,Y,1741,234872,135.0
9342,93704,9,2013,Gas- Commercial,Y,597,55956,94.0
9343,93705,9,2013,Gas- Commercial,Y,0,0,
9344,93706,9,2013,Gas- Commercial,Y,794,133905,169.0
9345,93710,9,2013,Gas- Commercial,Y,858,98161,114.0
9346,93711,9,2013,Gas- Commercial,Y,1262,93389,74.0
9347,93720,9,2013,Gas- Commercial,Y,955,136766,143.0
9348,93721,9,2013,Gas- Commercial,Y,0,0,
9349,93722,9,2013,Gas- Commercial,N,786,78685,100.0
9350,93723,9,2013,Gas- Commercial,Y,0,0,
9351,93725,9,2013,Gas- Commercial,Y,0,0,
9352,93726,9,2013,Gas- Commercial,N,635,68374,108.0
9353,93727,9,2013,Gas- Commercial,Y,2006,272689,136.0
9354,93728,9,2013,Gas- Commercial,Y,0,0,
9355,93730,9,2013,Gas- Commercial,Y,0,0,
9356,93740,9,2013,Gas- Commercial,Y,0,0,
9357,93741,9,2013,Gas- Commercial,Y,0,0,
9358,93901,9,2013,Gas- Commercial,Y,1126,149967,133.0
9359,93905,9,2013,Gas- Commercial,Y,353,72608,206.0
9360,93906,9,2013,Gas- Commercial,N,359,73205,204.0
9361,93907,9,2013,Gas- Commercial,Y,0,0,
9362,93908,9,2013,Gas- Commercial,Y,0,0,
9363,93921,9,2013,Gas- Commercial,N,133,35655,268.0
9364,93923,9,2013,Gas- Commercial,Y,396,68773,174.0
9365,93924,9,2013,Gas- Commercial,Y,0,0,
9366,93925,9,2013,Gas- Commercial,Y,0,0,
9367,93926,9,2013,Gas- Commercial,Y,0,0,
9368,93927,9,2013,Gas- Commercial,Y,0,0,
9369,93930,9,2013,Gas- Commercial,Y,564,81139,144.0
9370,93933,9,2013,Gas- Commercial,N,265,32746,124.0
9371,93940,9,2013,Gas- Commercial,Y,1249,393811,315.0
9372,93950,9,2013,Gas- Commercial,Y,0,0,
9373,93953,9,2013,Gas- Commercial,Y,0,0,
9374,93955,9,2013,Gas- Commercial,N,459,69855,152.0
9375,93960,9,2013,Gas- Commercial,Y,205,30020,146.0
9376,94002,9,2013,Gas- Commercial,N,432,69776,162.0
9377,94005,9,2013,Gas- Commercial,N,129,32360,251.0
9378,94010,9,2013,Gas- Commercial,N,802,260943,325.0
9379,94014,9,2013,Gas- Commercial,N,369,75690,205.0
9380,94015,9,2013,Gas- Commercial,N,252,140166,556.0
9381,94019,9,2013,Gas- Commercial,N,208,40659,195.0
9382,94022,9,2013,Gas- Commercial,Y,0,0,
9383,94024,9,2013,Gas- Commercial,Y,0,0,
9384,94025,9,2013,Gas- Commercial,Y,783,276177,353.0
9385,94027,9,2013,Gas- Commercial,Y,0,0,
9386,94028,9,2013,Gas- Commercial,Y,0,0,
9387,94030,9,2013,Gas- Commercial,Y,0,0,
9388,94038,9,2013,Gas- Commercial,Y,0,0,
9389,94040,9,2013,Gas- Commercial,Y,0,0,
9390,94041,9,2013,Gas- Commercial,Y,0,0,
9391,94043,9,2013,Gas- Commercial,Y,1626,505401,311.0
9392,94044,9,2013,Gas- Commercial,Y,281,51073,182.0
9393,94061,9,2013,Gas- Commercial,Y,396,66232,167.0
9394,94062,9,2013,Gas- Commercial,Y,0,0,
9395,94063,9,2013,Gas- Commercial,N,1063,231369,218.0
9396,94065,9,2013,Gas- Commercial,Y,0,0,
9397,94066,9,2013,Gas- Commercial,Y,647,222484,344.0
9398,94070,9,2013,Gas- Commercial,N,987,141468,143.0
9399,94080,9,2013,Gas- Commercial,N,1027,575727,561.0
9400,94085,9,2013,Gas- Commercial,N,404,156813,388.0
9401,94086,9,2013,Gas- Commercial,N,334,92256,276.0
9402,94087,9,2013,Gas- Commercial,Y,0,0,
9403,94089,9,2013,Gas- Commercial,Y,0,0,
9404,94102,9,2013,Gas- Commercial,N,405,209132,516.0
9405,94103,9,2013,Gas- Commercial,N,977,213705,219.0
9406,94104,9,2013,Gas- Commercial,N,55,29241,532.0
9407,94105,9,2013,Gas- Commercial,N,146,88740,608.0
9408,94107,9,2013,Gas- Commercial,Y,727,222274,306.0
9409,94108,9,2013,Gas- Commercial,N,385,104579,272.0
9410,94109,9,2013,Gas- Commercial,Y,1020,306913,301.0
9411,94110,9,2013,Gas- Commercial,N,890,168817,190.0
9412,94111,9,2013,Gas- Commercial,N,206,123975,602.0
9413,94112,9,2013,Gas- Commercial,N,371,79520,214.0
9414,94114,9,2013,Gas- Commercial,Y,446,78788,177.0
9415,94115,9,2013,Gas- Commercial,Y,0,0,
9416,94116,9,2013,Gas- Commercial,N,230,48239,210.0
9417,94117,9,2013,Gas- Commercial,Y,0,0,
9418,94118,9,2013,Gas- Commercial,Y,879,206574,235.0
9419,94121,9,2013,Gas- Commercial,N,266,67013,252.0
9420,94122,9,2013,Gas- Commercial,N,441,95636,217.0
9421,94123,9,2013,Gas- Commercial,N,425,79889,188.0
9422,94124,9,2013,Gas- Commercial,N,567,76170,134.0
9423,94127,9,2013,Gas- Commercial,N,210,30660,146.0
9424,94128,9,2013,Gas- Commercial,Y,0,0,
9425,94129,9,2013,Gas- Commercial,Y,0,0,
9426,94131,9,2013,Gas- Commercial,Y,0,0,
9427,94132,9,2013,Gas- Commercial,N,139,40802,294.0
9428,94133,9,2013,Gas- Commercial,N,522,208264,399.0
9429,94134,9,2013,Gas- Commercial,N,140,30132,215.0
9430,94158,9,2013,Gas- Commercial,Y,0,0,
9431,94303,9,2013,Gas- Commercial,N,130,25574,197.0
9432,94305,9,2013,Gas- Commercial,Y,0,0,
9433,94306,9,2013,Gas- Commercial,Y,0,0,
9434,94401,9,2013,Gas- Commercial,N,632,127107,201.0
9435,94402,9,2013,Gas- Commercial,Y,0,0,
9436,94403,9,2013,Gas- Commercial,Y,740,220515,298.0
9437,94404,9,2013,Gas- Commercial,Y,317,282129,890.0
9438,94501,9,2013,Gas- Commercial,N,625,116824,187.0
9439,94502,9,2013,Gas- Commercial,Y,0,0,
9440,94503,9,2013,Gas- Commercial,N,105,8429,80.0
9441,94505,9,2013,Gas- Commercial,Y,0,0,
9442,94506,9,2013,Gas- Commercial,Y,170,58275,343.0
9443,94507,9,2013,Gas- Commercial,Y,109,13785,126.0
9444,94508,9,2013,Gas- Commercial,Y,0,0,
9445,94509,9,2013,Gas- Commercial,Y,876,84970,97.0
9446,94510,9,2013,Gas- Commercial,N,524,36615,70.0
9447,94513,9,2013,Gas- Commercial,N,682,60052,88.0
9448,94514,9,2013,Gas- Commercial,Y,0,0,
9449,94515,9,2013,Gas- Commercial,N,154,22881,149.0
9450,94517,9,2013,Gas- Commercial,Y,0,0,
9451,94518,9,2013,Gas- Commercial,Y,658,70097,107.0
9452,94519,9,2013,Gas- Commercial,Y,0,0,
9453,94520,9,2013,Gas- Commercial,N,974,152818,157.0
9454,94521,9,2013,Gas- Commercial,N,263,42566,162.0
9455,94523,9,2013,Gas- Commercial,Y,0,0,
9456,94525,9,2013,Gas- Commercial,Y,0,0,
9457,94526,9,2013,Gas- Commercial,N,423,70872,168.0
9458,94528,9,2013,Gas- Commercial,Y,0,0,
9459,94530,9,2013,Gas- Commercial,Y,0,0,
9460,94531,9,2013,Gas- Commercial,Y,0,0,
9461,94533,9,2013,Gas- Commercial,Y,840,208105,248.0
9462,94534,9,2013,Gas- Commercial,N,323,81762,253.0
9463,94535,9,2013,Gas- Commercial,Y,0,0,
9464,94536,9,2013,Gas- Commercial,Y,0,0,
9465,94538,9,2013,Gas- Commercial,Y,1676,437751,261.0
9466,94539,9,2013,Gas- Commercial,Y,0,0,
9467,94541,9,2013,Gas- Commercial,Y,1361,251490,185.0
9468,94542,9,2013,Gas- Commercial,Y,0,0,
9469,94544,9,2013,Gas- Commercial,N,746,128665,172.0
9470,94545,9,2013,Gas- Commercial,N,1154,212724,184.0
9471,94546,9,2013,Gas- Commercial,Y,895,119029,133.0
9472,94547,9,2013,Gas- Commercial,Y,0,0,
9473,94549,9,2013,Gas- Commercial,Y,545,92685,170.0
9474,94550,9,2013,Gas- Commercial,N,649,85816,132.0
9475,94551,9,2013,Gas- Commercial,Y,1367,308615,226.0
9476,94552,9,2013,Gas- Commercial,Y,49,14284,292.0
9477,94553,9,2013,Gas- Commercial,Y,1270,241754,190.0
9478,94555,9,2013,Gas- Commercial,Y,0,0,
9479,94556,9,2013,Gas- Commercial,Y,0,0,
9480,94558,9,2013,Gas- Commercial,Y,898,125920,140.0
9481,94559,9,2013,Gas- Commercial,N,627,54561,87.0
9482,94560,9,2013,Gas- Commercial,Y,662,200130,302.0
9483,94561,9,2013,Gas- Commercial,Y,0,0,
9484,94563,9,2013,Gas- Commercial,N,153,41358,270.0
9485,94564,9,2013,Gas- Commercial,Y,474,64825,137.0
9486,94565,9,2013,Gas- Commercial,N,636,98752,155.0
9487,94566,9,2013,Gas- Commercial,N,689,92688,135.0
9488,94568,9,2013,Gas- Commercial,N,571,138617,243.0
9489,94569,9,2013,Gas- Commercial,Y,0,0,
9490,94571,9,2013,Gas- Commercial,Y,0,0,
9491,94572,9,2013,Gas- Commercial,Y,0,0,
9492,94574,9,2013,Gas- Commercial,Y,285,55968,196.0
9493,94576,9,2013,Gas- Commercial,Y,0,0,
9494,94577,9,2013,Gas- Commercial,N,1227,196860,160.0
9495,94578,9,2013,Gas- Commercial,Y,0,0,
9496,94579,9,2013,Gas- Commercial,Y,0,0,
9497,94580,9,2013,Gas- Commercial,Y,0,0,
9498,94582,9,2013,Gas- Commercial,Y,0,0,
9499,94583,9,2013,Gas- Commercial,N,482,153916,319.0
9500,94585,9,2013,Gas- Commercial,Y,538,69863,130.0
9501,94586,9,2013,Gas- Commercial,Y,0,0,
9502,94587,9,2013,Gas- Commercial,Y,1060,230899,218.0
9503,94588,9,2013,Gas- Commercial,Y,0,0,
9504,94589,9,2013,Gas- Commercial,N,165,25105,152.0
9505,94590,9,2013,Gas- Commercial,N,743,62722,84.0
9506,94591,9,2013,Gas- Commercial,N,286,40778,143.0
9507,94595,9,2013,Gas- Commercial,Y,0,0,
9508,94596,9,2013,Gas- Commercial,Y,622,156790,252.0
9509,94597,9,2013,Gas- Commercial,Y,0,0,
9510,94598,9,2013,Gas- Commercial,N,253,62334,246.0
9511,94599,9,2013,Gas- Commercial,Y,0,0,
9512,94601,9,2013,Gas- Commercial,N,464,78791,170.0
9513,94602,9,2013,Gas- Commercial,Y,0,0,
9514,94603,9,2013,Gas- Commercial,Y,0,0,
9515,94605,9,2013,Gas- Commercial,Y,0,0,
9516,94606,9,2013,Gas- Commercial,Y,563,89541,159.0
9517,94607,9,2013,Gas- Commercial,N,520,104448,201.0
9518,94608,9,2013,Gas- Commercial,Y,880,237384,270.0
9519,94609,9,2013,Gas- Commercial,Y,0,0,
9520,94610,9,2013,Gas- Commercial,Y,0,0,
9521,94611,9,2013,Gas- Commercial,Y,640,120863,189.0
9522,94612,9,2013,Gas- Commercial,N,386,87629,227.0
9523,94613,9,2013,Gas- Commercial,Y,0,0,
9524,94618,9,2013,Gas- Commercial,Y,0,0,
9525,94619,9,2013,Gas- Commercial,Y,0,0,
9526,94621,9,2013,Gas- Commercial,Y,673,156055,232.0
9527,94702,9,2013,Gas- Commercial,N,206,19628,95.0
9528,94703,9,2013,Gas- Commercial,N,171,11441,67.0
9529,94704,9,2013,Gas- Commercial,Y,700,167971,240.0
9530,94705,9,2013,Gas- Commercial,Y,0,0,
9531,94706,9,2013,Gas- Commercial,N,206,25005,121.0
9532,94707,9,2013,Gas- Commercial,Y,167,9531,57.0
9533,94708,9,2013,Gas- Commercial,Y,0,0,
9534,94709,9,2013,Gas- Commercial,Y,0,0,
9535,94710,9,2013,Gas- Commercial,N,644,161578,251.0
9536,94720,9,2013,Gas- Commercial,Y,0,0,
9537,94801,9,2013,Gas- Commercial,Y,0,0,
9538,94803,9,2013,Gas- Commercial,Y,0,0,
9539,94804,9,2013,Gas- Commercial,Y,1178,252970,215.0
9540,94805,9,2013,Gas- Commercial,Y,0,0,
9541,94806,9,2013,Gas- Commercial,N,408,82972,203.0
9542,94901,9,2013,Gas- Commercial,N,1037,92293,89.0
9543,94903,9,2013,Gas- Commercial,Y,0,0,
9544,94904,9,2013,Gas- Commercial,Y,0,0,
9545,94920,9,2013,Gas- Commercial,N,114,11770,103.0
9546,94925,9,2013,Gas- Commercial,Y,0,0,
9547,94928,9,2013,Gas- Commercial,Y,679,61193,90.0
9548,94930,9,2013,Gas- Commercial,Y,0,0,
9549,94931,9,2013,Gas- Commercial,Y,0,0,
9550,94939,9,2013,Gas- Commercial,Y,441,59866,136.0
9551,94941,9,2013,Gas- Commercial,N,446,66015,148.0
9552,94945,9,2013,Gas- Commercial,N,334,43444,130.0
9553,94947,9,2013,Gas- Commercial,N,154,24425,159.0
9554,94949,9,2013,Gas- Commercial,Y,719,82989,115.0
9555,94951,9,2013,Gas- Commercial,Y,0,0,
9556,94952,9,2013,Gas- Commercial,N,735,119048,162.0
9557,94954,9,2013,Gas- Commercial,N,460,53131,116.0
9558,94960,9,2013,Gas- Commercial,Y,249,17155,69.0
9559,94965,9,2013,Gas- Commercial,N,280,28276,101.0
9560,95002,9,2013,Gas- Commercial,Y,0,0,
9561,95003,9,2013,Gas- Commercial,Y,543,51719,95.0
9562,95004,9,2013,Gas- Commercial,Y,0,0,
9563,95005,9,2013,Gas- Commercial,Y,0,0,
9564,95006,9,2013,Gas- Commercial,Y,0,0,
9565,95008,9,2013,Gas- Commercial,Y,1064,168883,159.0
9566,95010,9,2013,Gas- Commercial,N,289,40356,140.0
9567,95012,9,2013,Gas- Commercial,Y,0,0,
9568,95013,9,2013,Gas- Commercial,Y,0,0,
9569,95014,9,2013,Gas- Commercial,Y,2156,618276,287.0
